starttime	seconds	ctime	dtime	ttime	wait
Thu Jan 09 15:45:08 2025	1736433908	0	582	582	539
Thu Jan 09 15:45:06 2025	1736433906	0	582	582	575
Thu Jan 09 15:45:09 2025	1736433909	0	582	582	565
Thu Jan 09 15:45:10 2025	1736433910	0	583	583	579
Thu Jan 09 15:45:03 2025	1736433903	6	578	584	559
Thu Jan 09 15:45:12 2025	1736433912	0	584	585	584
Thu Jan 09 15:45:05 2025	1736433905	0	586	586	584
Thu Jan 09 15:45:13 2025	1736433913	0	587	588	89
Thu Jan 09 15:45:05 2025	1736433905	0	588	588	586
Thu Jan 09 15:45:05 2025	1736433905	0	588	589	110
Thu Jan 09 15:45:14 2025	1736433914	0	589	589	134
Thu Jan 09 15:45:05 2025	1736433905	0	590	590	585
Thu Jan 09 15:45:07 2025	1736433907	0	591	591	551
Thu Jan 09 15:45:14 2025	1736433914	0	591	591	590
Thu Jan 09 15:45:08 2025	1736433908	0	591	591	551
Thu Jan 09 15:45:08 2025	1736433908	0	591	591	554
Thu Jan 09 15:45:11 2025	1736433911	0	592	592	557
Thu Jan 09 15:45:04 2025	1736433904	0	593	593	575
Thu Jan 09 15:45:10 2025	1736433910	0	593	593	70
Thu Jan 09 15:45:09 2025	1736433909	0	594	594	570
Thu Jan 09 15:45:13 2025	1736433913	0	594	594	592
Thu Jan 09 15:45:14 2025	1736433914	0	595	595	594
Thu Jan 09 15:45:08 2025	1736433908	1	595	596	571
Thu Jan 09 15:45:09 2025	1736433909	0	596	596	543
Thu Jan 09 15:45:03 2025	1736433903	3	594	596	580
Thu Jan 09 15:45:08 2025	1736433908	0	596	597	525
Thu Jan 09 15:45:05 2025	1736433905	1	596	597	595
Thu Jan 09 15:45:11 2025	1736433911	0	597	597	512
Thu Jan 09 15:45:04 2025	1736433904	0	597	597	578
Thu Jan 09 15:45:10 2025	1736433910	0	598	598	592
Thu Jan 09 15:45:13 2025	1736433913	0	598	599	571
Thu Jan 09 15:45:04 2025	1736433904	0	600	600	584
Thu Jan 09 15:45:12 2025	1736433912	0	601	601	600
Thu Jan 09 15:45:08 2025	1736433908	0	602	602	596
Thu Jan 09 15:45:14 2025	1736433914	0	602	602	600
Thu Jan 09 15:45:14 2025	1736433914	0	603	603	107
Thu Jan 09 15:45:03 2025	1736433903	43	561	604	561
Thu Jan 09 15:45:14 2025	1736433914	1	604	604	113
Thu Jan 09 15:45:05 2025	1736433905	0	604	604	602
Thu Jan 09 15:45:08 2025	1736433908	0	604	604	594
Thu Jan 09 15:45:07 2025	1736433907	1	604	605	527
Thu Jan 09 15:45:12 2025	1736433912	0	606	606	583
Thu Jan 09 15:45:05 2025	1736433905	0	607	607	602
Thu Jan 09 15:45:09 2025	1736433909	0	608	608	606
Thu Jan 09 15:45:13 2025	1736433913	0	610	610	595
Thu Jan 09 15:45:12 2025	1736433912	0	610	610	598
Thu Jan 09 15:45:08 2025	1736433908	0	611	611	601
Thu Jan 09 15:45:03 2025	1736433903	5	606	611	590
Thu Jan 09 15:45:13 2025	1736433913	0	613	613	569
Thu Jan 09 15:45:06 2025	1736433906	0	614	614	309
Thu Jan 09 15:45:10 2025	1736433910	0	614	615	609
Thu Jan 09 15:45:09 2025	1736433909	0	615	615	601
Thu Jan 09 15:45:03 2025	1736433903	50	566	616	565
Thu Jan 09 15:45:05 2025	1736433905	0	616	616	586
Thu Jan 09 15:45:08 2025	1736433908	0	616	616	600
Thu Jan 09 15:45:08 2025	1736433908	0	617	617	604
Thu Jan 09 15:45:12 2025	1736433912	0	617	617	599
Thu Jan 09 15:45:11 2025	1736433911	0	618	618	589
Thu Jan 09 15:45:08 2025	1736433908	0	618	618	595
Thu Jan 09 15:45:05 2025	1736433905	0	619	620	534
Thu Jan 09 15:45:10 2025	1736433910	0	620	620	616
Thu Jan 09 15:45:09 2025	1736433909	0	620	620	581
Thu Jan 09 15:45:05 2025	1736433905	0	620	620	613
Thu Jan 09 15:45:10 2025	1736433910	0	620	620	611
Thu Jan 09 15:45:13 2025	1736433913	0	621	621	588
Thu Jan 09 15:45:07 2025	1736433907	0	621	621	527
Thu Jan 09 15:45:13 2025	1736433913	0	623	623	618
Thu Jan 09 15:45:03 2025	1736433903	51	573	624	449
Thu Jan 09 15:45:04 2025	1736433904	0	624	624	592
Thu Jan 09 15:45:05 2025	1736433905	0	624	625	147
Thu Jan 09 15:45:05 2025	1736433905	0	625	625	587
Thu Jan 09 15:45:12 2025	1736433912	0	626	626	605
Thu Jan 09 15:45:09 2025	1736433909	0	626	627	578
Thu Jan 09 15:45:04 2025	1736433904	0	627	627	627
Thu Jan 09 15:45:14 2025	1736433914	0	628	628	627
Thu Jan 09 15:45:12 2025	1736433912	0	628	628	605
Thu Jan 09 15:45:13 2025	1736433913	0	629	629	569
Thu Jan 09 15:45:13 2025	1736433913	0	630	630	615
Thu Jan 09 15:45:12 2025	1736433912	0	630	630	612
Thu Jan 09 15:45:10 2025	1736433910	1	631	631	593
Thu Jan 09 15:45:04 2025	1736433904	0	632	632	580
Thu Jan 09 15:45:03 2025	1736433903	6	628	634	594
Thu Jan 09 15:45:03 2025	1736433903	3	631	634	616
Thu Jan 09 15:45:07 2025	1736433907	0	634	634	513
Thu Jan 09 15:45:06 2025	1736433906	0	635	635	626
Thu Jan 09 15:45:08 2025	1736433908	1	635	636	613
Thu Jan 09 15:45:08 2025	1736433908	0	636	636	627
Thu Jan 09 15:45:06 2025	1736433906	0	637	637	121
Thu Jan 09 15:45:09 2025	1736433909	0	637	637	581
Thu Jan 09 15:45:05 2025	1736433905	0	637	638	156
Thu Jan 09 15:45:06 2025	1736433906	0	637	638	629
Thu Jan 09 15:45:08 2025	1736433908	0	638	638	567
Thu Jan 09 15:45:05 2025	1736433905	0	640	640	150
Thu Jan 09 15:45:05 2025	1736433905	0	640	640	161
Thu Jan 09 15:45:13 2025	1736433913	0	640	640	636
Thu Jan 09 15:45:09 2025	1736433909	0	642	642	615
Thu Jan 09 15:45:13 2025	1736433913	0	643	643	641
Thu Jan 09 15:45:11 2025	1736433911	0	643	644	602
Thu Jan 09 15:45:10 2025	1736433910	0	645	645	631
Thu Jan 09 15:45:10 2025	1736433910	0	647	647	646
Thu Jan 09 15:45:05 2025	1736433905	0	647	647	629
Thu Jan 09 15:45:07 2025	1736433907	0	648	648	640
Thu Jan 09 15:45:05 2025	1736433905	0	649	649	628
Thu Jan 09 15:45:05 2025	1736433905	0	649	649	641
Thu Jan 09 15:45:12 2025	1736433912	1	649	650	622
Thu Jan 09 15:45:07 2025	1736433907	0	651	651	553
Thu Jan 09 15:45:03 2025	1736433903	54	597	651	445
Thu Jan 09 15:45:04 2025	1736433904	0	651	652	636
Thu Jan 09 15:45:09 2025	1736433909	1	651	652	643
Thu Jan 09 15:45:09 2025	1736433909	0	653	653	639
Thu Jan 09 15:45:09 2025	1736433909	0	653	654	638
Thu Jan 09 15:45:13 2025	1736433913	0	654	655	600
Thu Jan 09 15:45:09 2025	1736433909	0	655	656	655
Thu Jan 09 15:45:10 2025	1736433910	0	656	657	635
Thu Jan 09 15:45:03 2025	1736433903	63	596	659	578
Thu Jan 09 15:45:06 2025	1736433906	0	660	660	568
Thu Jan 09 15:45:08 2025	1736433908	0	660	660	641
Thu Jan 09 15:45:14 2025	1736433914	1	660	660	659
Thu Jan 09 15:45:06 2025	1736433906	0	664	664	662
Thu Jan 09 15:45:06 2025	1736433906	0	664	665	663
Thu Jan 09 15:45:06 2025	1736433906	0	665	665	590
Thu Jan 09 15:45:05 2025	1736433905	0	666	666	655
Thu Jan 09 15:45:10 2025	1736433910	0	667	667	652
Thu Jan 09 15:45:07 2025	1736433907	0	667	667	666
Thu Jan 09 15:45:10 2025	1736433910	0	667	667	651
Thu Jan 09 15:45:13 2025	1736433913	0	667	667	649
Thu Jan 09 15:45:07 2025	1736433907	0	670	670	609
Thu Jan 09 15:45:06 2025	1736433906	0	670	671	187
Thu Jan 09 15:45:12 2025	1736433912	0	671	671	670
Thu Jan 09 15:45:12 2025	1736433912	0	672	672	670
Thu Jan 09 15:45:13 2025	1736433913	0	672	673	106
Thu Jan 09 15:45:12 2025	1736433912	0	674	674	157
Thu Jan 09 15:45:03 2025	1736433903	52	623	674	619
Thu Jan 09 15:45:09 2025	1736433909	0	674	675	658
Thu Jan 09 15:45:14 2025	1736433914	0	675	675	674
Thu Jan 09 15:45:10 2025	1736433910	0	675	675	659
Thu Jan 09 15:45:13 2025	1736433913	0	677	677	676
Thu Jan 09 15:45:09 2025	1736433909	0	678	679	647
Thu Jan 09 15:45:14 2025	1736433914	0	679	679	678
Thu Jan 09 15:45:08 2025	1736433908	1	678	679	637
Thu Jan 09 15:45:09 2025	1736433909	0	679	680	664
Thu Jan 09 15:45:03 2025	1736433903	48	634	681	592
Thu Jan 09 15:45:12 2025	1736433912	0	683	683	668
Thu Jan 09 15:45:10 2025	1736433910	0	684	684	661
Thu Jan 09 15:45:08 2025	1736433908	0	686	686	631
Thu Jan 09 15:45:08 2025	1736433908	0	690	690	650
Thu Jan 09 15:45:10 2025	1736433910	0	690	690	688
Thu Jan 09 15:45:06 2025	1736433906	0	691	691	659
Thu Jan 09 15:45:08 2025	1736433908	0	692	692	669
Thu Jan 09 15:45:04 2025	1736433904	0	693	693	675
Thu Jan 09 15:45:14 2025	1736433914	0	695	695	465
Thu Jan 09 15:45:13 2025	1736433913	0	695	695	679
Thu Jan 09 15:45:09 2025	1736433909	0	696	696	658
Thu Jan 09 15:45:05 2025	1736433905	0	696	696	136
Thu Jan 09 15:45:13 2025	1736433913	0	696	696	637
Thu Jan 09 15:45:05 2025	1736433905	0	696	697	661
Thu Jan 09 15:45:12 2025	1736433912	0	697	697	692
Thu Jan 09 15:45:12 2025	1736433912	0	700	700	679
Thu Jan 09 15:45:08 2025	1736433908	0	701	702	700
Thu Jan 09 15:45:13 2025	1736433913	0	702	703	682
Thu Jan 09 15:45:12 2025	1736433912	0	703	703	677
Thu Jan 09 15:45:12 2025	1736433912	0	704	704	692
Thu Jan 09 15:45:10 2025	1736433910	0	704	704	667
Thu Jan 09 15:45:05 2025	1736433905	0	705	705	674
Thu Jan 09 15:45:04 2025	1736433904	0	705	705	704
Thu Jan 09 15:45:13 2025	1736433913	0	706	706	691
Thu Jan 09 15:45:11 2025	1736433911	0	706	707	635
Thu Jan 09 15:45:13 2025	1736433913	0	708	708	680
Thu Jan 09 15:45:09 2025	1736433909	0	709	709	695
Thu Jan 09 15:45:14 2025	1736433914	0	710	710	707
Thu Jan 09 15:45:10 2025	1736433910	0	712	713	152
Thu Jan 09 15:45:12 2025	1736433912	0	713	713	700
Thu Jan 09 15:45:14 2025	1736433914	0	713	713	708
Thu Jan 09 15:45:07 2025	1736433907	0	715	715	649
Thu Jan 09 15:45:12 2025	1736433912	0	715	715	711
Thu Jan 09 15:45:11 2025	1736433911	0	715	716	703
Thu Jan 09 15:45:09 2025	1736433909	0	716	717	692
Thu Jan 09 15:45:09 2025	1736433909	0	717	718	696
Thu Jan 09 15:45:10 2025	1736433910	0	719	719	707
Thu Jan 09 15:45:08 2025	1736433908	0	719	719	671
Thu Jan 09 15:45:03 2025	1736433903	4	715	719	640
Thu Jan 09 15:45:10 2025	1736433910	0	720	721	113
Thu Jan 09 15:45:10 2025	1736433910	0	720	721	691
Thu Jan 09 15:45:10 2025	1736433910	0	721	721	688
Thu Jan 09 15:45:10 2025	1736433910	0	725	725	701
Thu Jan 09 15:45:12 2025	1736433912	0	727	727	723
Thu Jan 09 15:45:06 2025	1736433906	0	727	727	726
Thu Jan 09 15:45:03 2025	1736433903	2	725	728	697
Thu Jan 09 15:45:03 2025	1736433903	3	725	728	668
Thu Jan 09 15:45:14 2025	1736433914	0	727	728	727
Thu Jan 09 15:45:10 2025	1736433910	0	728	728	710
Thu Jan 09 15:45:06 2025	1736433906	0	729	729	660
Thu Jan 09 15:45:03 2025	1736433903	7	724	730	671
Thu Jan 09 15:45:03 2025	1736433903	2	728	731	685
Thu Jan 09 15:45:13 2025	1736433913	0	731	731	722
Thu Jan 09 15:45:10 2025	1736433910	0	731	731	727
Thu Jan 09 15:45:09 2025	1736433909	0	731	732	713
Thu Jan 09 15:45:13 2025	1736433913	0	732	732	712
Thu Jan 09 15:45:10 2025	1736433910	0	732	732	731
Thu Jan 09 15:45:11 2025	1736433911	0	732	732	728
Thu Jan 09 15:45:03 2025	1736433903	7	726	733	699
Thu Jan 09 15:45:10 2025	1736433910	0	733	733	732
Thu Jan 09 15:45:10 2025	1736433910	0	734	734	707
Thu Jan 09 15:45:10 2025	1736433910	0	735	735	728
Thu Jan 09 15:45:11 2025	1736433911	0	735	736	696
Thu Jan 09 15:45:09 2025	1736433909	0	737	737	713
Thu Jan 09 15:45:03 2025	1736433903	8	729	737	688
Thu Jan 09 15:45:10 2025	1736433910	0	738	738	714
Thu Jan 09 15:45:04 2025	1736433904	0	738	738	736
Thu Jan 09 15:45:10 2025	1736433910	0	738	739	721
Thu Jan 09 15:45:14 2025	1736433914	0	738	739	239
Thu Jan 09 15:45:10 2025	1736433910	0	739	739	738
Thu Jan 09 15:45:13 2025	1736433913	0	740	740	733
Thu Jan 09 15:45:10 2025	1736433910	0	741	741	731
Thu Jan 09 15:45:14 2025	1736433914	0	741	741	739
Thu Jan 09 15:45:10 2025	1736433910	0	741	741	741
Thu Jan 09 15:45:08 2025	1736433908	0	742	742	731
Thu Jan 09 15:45:13 2025	1736433913	0	742	742	656
Thu Jan 09 15:45:11 2025	1736433911	0	742	743	741
Thu Jan 09 15:45:04 2025	1736433904	0	744	744	743
Thu Jan 09 15:45:10 2025	1736433910	0	745	746	176
Thu Jan 09 15:45:03 2025	1736433903	43	704	748	703
Thu Jan 09 15:45:11 2025	1736433911	0	748	748	747
Thu Jan 09 15:45:03 2025	1736433903	63	686	749	656
Thu Jan 09 15:45:04 2025	1736433904	0	750	750	749
Thu Jan 09 15:45:09 2025	1736433909	0	752	753	740
Thu Jan 09 15:45:04 2025	1736433904	0	753	753	745
Thu Jan 09 15:45:11 2025	1736433911	0	755	755	748
Thu Jan 09 15:45:13 2025	1736433913	0	755	755	754
Thu Jan 09 15:45:08 2025	1736433908	0	755	756	233
Thu Jan 09 15:45:09 2025	1736433909	0	756	756	722
Thu Jan 09 15:45:10 2025	1736433910	0	757	757	750
Thu Jan 09 15:45:13 2025	1736433913	0	757	757	755
Thu Jan 09 15:45:10 2025	1736433910	0	759	759	736
Thu Jan 09 15:45:08 2025	1736433908	0	759	759	758
Thu Jan 09 15:45:11 2025	1736433911	0	760	760	710
Thu Jan 09 15:45:10 2025	1736433910	0	760	761	708
Thu Jan 09 15:45:13 2025	1736433913	0	761	761	741
Thu Jan 09 15:45:10 2025	1736433910	0	762	762	744
Thu Jan 09 15:45:04 2025	1736433904	0	763	763	762
Thu Jan 09 15:45:10 2025	1736433910	0	763	763	738
Thu Jan 09 15:45:08 2025	1736433908	0	763	763	760
Thu Jan 09 15:45:04 2025	1736433904	0	763	764	516
Thu Jan 09 15:45:12 2025	1736433912	0	764	764	757
Thu Jan 09 15:45:11 2025	1736433911	0	764	765	696
Thu Jan 09 15:45:10 2025	1736433910	0	766	766	760
Thu Jan 09 15:45:11 2025	1736433911	0	769	769	99
Thu Jan 09 15:45:03 2025	1736433903	3	766	769	664
Thu Jan 09 15:45:10 2025	1736433910	1	769	769	124
Thu Jan 09 15:45:07 2025	1736433907	0	770	770	676
Thu Jan 09 15:45:10 2025	1736433910	0	771	771	769
Thu Jan 09 15:45:10 2025	1736433910	0	771	771	99
Thu Jan 09 15:45:06 2025	1736433906	0	771	771	767
Thu Jan 09 15:45:04 2025	1736433904	0	771	771	768
Thu Jan 09 15:45:06 2025	1736433906	0	771	771	750
Thu Jan 09 15:45:11 2025	1736433911	0	771	771	728
Thu Jan 09 15:45:03 2025	1736433903	7	766	773	722
Thu Jan 09 15:45:04 2025	1736433904	0	773	773	772
Thu Jan 09 15:45:03 2025	1736433903	50	725	775	669
Thu Jan 09 15:45:03 2025	1736433903	46	730	776	664
Thu Jan 09 15:45:11 2025	1736433911	0	776	776	764
Thu Jan 09 15:45:11 2025	1736433911	0	776	777	95
Thu Jan 09 15:45:08 2025	1736433908	0	776	777	719
Thu Jan 09 15:45:10 2025	1736433910	0	779	779	768
Thu Jan 09 15:45:10 2025	1736433910	0	781	781	766
Thu Jan 09 15:45:10 2025	1736433910	0	781	782	769
Thu Jan 09 15:45:05 2025	1736433905	0	782	782	759
Thu Jan 09 15:45:07 2025	1736433907	0	782	782	701
Thu Jan 09 15:45:05 2025	1736433905	0	783	783	771
Thu Jan 09 15:45:12 2025	1736433912	0	783	783	274
Thu Jan 09 15:45:07 2025	1736433907	0	783	783	782
Thu Jan 09 15:45:11 2025	1736433911	0	783	783	702
Thu Jan 09 15:45:05 2025	1736433905	0	785	785	772
Thu Jan 09 15:45:09 2025	1736433909	0	785	785	771
Thu Jan 09 15:45:11 2025	1736433911	0	785	785	742
Thu Jan 09 15:45:05 2025	1736433905	0	785	785	770
Thu Jan 09 15:45:03 2025	1736433903	59	727	786	697
Thu Jan 09 15:45:12 2025	1736433912	0	787	787	745
Thu Jan 09 15:45:11 2025	1736433911	0	788	788	723
Thu Jan 09 15:45:09 2025	1736433909	1	787	788	741
Thu Jan 09 15:45:04 2025	1736433904	1	788	788	692
Thu Jan 09 15:45:08 2025	1736433908	0	788	789	273
Thu Jan 09 15:45:09 2025	1736433909	0	790	790	788
Thu Jan 09 15:45:09 2025	1736433909	0	791	791	777
Thu Jan 09 15:45:11 2025	1736433911	0	792	792	791
Thu Jan 09 15:45:09 2025	1736433909	1	791	792	790
Thu Jan 09 15:45:09 2025	1736433909	0	792	792	782
Thu Jan 09 15:45:10 2025	1736433910	0	793	793	153
Thu Jan 09 15:45:12 2025	1736433912	0	792	793	791
Thu Jan 09 15:45:05 2025	1736433905	0	795	795	792
Thu Jan 09 15:45:13 2025	1736433913	0	796	796	770
Thu Jan 09 15:45:09 2025	1736433909	0	799	799	796
Thu Jan 09 15:45:03 2025	1736433903	7	794	801	793
Thu Jan 09 15:45:13 2025	1736433913	0	803	803	794
Thu Jan 09 15:45:04 2025	1736433904	21	783	803	781
Thu Jan 09 15:45:13 2025	1736433913	0	804	804	779
Thu Jan 09 15:45:09 2025	1736433909	0	804	804	241
Thu Jan 09 15:45:10 2025	1736433910	0	806	806	81
Thu Jan 09 15:45:10 2025	1736433910	0	807	807	791
Thu Jan 09 15:45:09 2025	1736433909	0	807	807	769
Thu Jan 09 15:45:11 2025	1736433911	0	809	809	787
Thu Jan 09 15:45:05 2025	1736433905	0	809	809	795
Thu Jan 09 15:45:09 2025	1736433909	0	810	810	785
Thu Jan 09 15:45:12 2025	1736433912	0	810	810	804
Thu Jan 09 15:45:10 2025	1736433910	0	813	813	802
Thu Jan 09 15:45:10 2025	1736433910	0	814	814	808
Thu Jan 09 15:45:05 2025	1736433905	0	816	817	805
Thu Jan 09 15:45:09 2025	1736433909	0	817	817	796
Thu Jan 09 15:45:10 2025	1736433910	0	817	817	815
Thu Jan 09 15:45:13 2025	1736433913	0	818	818	73
Thu Jan 09 15:45:12 2025	1736433912	0	820	820	808
Thu Jan 09 15:45:10 2025	1736433910	0	820	820	820
Thu Jan 09 15:45:04 2025	1736433904	21	800	821	798
Thu Jan 09 15:45:10 2025	1736433910	0	821	821	819
Thu Jan 09 15:45:04 2025	1736433904	0	822	822	811
Thu Jan 09 15:45:05 2025	1736433905	0	822	822	809
Thu Jan 09 15:45:04 2025	1736433904	1	823	823	820
Thu Jan 09 15:45:04 2025	1736433904	0	824	824	799
Thu Jan 09 15:45:14 2025	1736433914	0	824	824	823
Thu Jan 09 15:45:04 2025	1736433904	2	825	826	816
Thu Jan 09 15:45:07 2025	1736433907	0	826	827	752
Thu Jan 09 15:45:10 2025	1736433910	0	827	827	171
Thu Jan 09 15:45:10 2025	1736433910	0	828	828	825
Thu Jan 09 15:45:12 2025	1736433912	0	828	828	341
Thu Jan 09 15:45:13 2025	1736433913	0	829	829	828
Thu Jan 09 15:45:05 2025	1736433905	0	829	829	504
Thu Jan 09 15:45:14 2025	1736433914	0	832	832	831
Thu Jan 09 15:45:12 2025	1736433912	0	832	833	825
Thu Jan 09 15:45:03 2025	1736433903	2	831	833	830
Thu Jan 09 15:45:03 2025	1736433903	4	830	833	828
Thu Jan 09 15:45:04 2025	1736433904	0	833	834	818
Thu Jan 09 15:45:03 2025	1736433903	50	785	835	784
Thu Jan 09 15:45:10 2025	1736433910	0	835	835	815
Thu Jan 09 15:45:06 2025	1736433906	0	836	837	790
Thu Jan 09 15:45:13 2025	1736433913	0	837	837	836
Thu Jan 09 15:45:13 2025	1736433913	0	837	838	808
Thu Jan 09 15:45:07 2025	1736433907	0	838	838	791
Thu Jan 09 15:45:06 2025	1736433906	0	839	839	763
Thu Jan 09 15:45:09 2025	1736433909	0	842	842	801
Thu Jan 09 15:45:09 2025	1736433909	0	842	843	801
Thu Jan 09 15:45:08 2025	1736433908	0	843	843	841
Thu Jan 09 15:45:03 2025	1736433903	8	837	845	711
Thu Jan 09 15:45:10 2025	1736433910	0	845	845	841
Thu Jan 09 15:45:10 2025	1736433910	0	845	846	845
Thu Jan 09 15:45:07 2025	1736433907	0	846	847	808
Thu Jan 09 15:45:10 2025	1736433910	0	846	847	817
Thu Jan 09 15:45:06 2025	1736433906	0	848	848	819
Thu Jan 09 15:45:13 2025	1736433913	0	849	849	844
Thu Jan 09 15:45:10 2025	1736433910	0	849	849	828
Thu Jan 09 15:45:03 2025	1736433903	3	848	851	754
Thu Jan 09 15:45:13 2025	1736433913	0	853	854	851
Thu Jan 09 15:45:08 2025	1736433908	0	853	854	776
Thu Jan 09 15:45:10 2025	1736433910	0	854	854	789
Thu Jan 09 15:45:11 2025	1736433911	0	855	855	851
Thu Jan 09 15:45:05 2025	1736433905	0	857	857	836
Thu Jan 09 15:45:04 2025	1736433904	0	857	858	146
Thu Jan 09 15:45:04 2025	1736433904	0	858	859	858
Thu Jan 09 15:45:08 2025	1736433908	0	860	860	734
Thu Jan 09 15:45:12 2025	1736433912	0	860	860	841
Thu Jan 09 15:45:13 2025	1736433913	0	864	865	836
Thu Jan 09 15:45:13 2025	1736433913	0	867	867	865
Thu Jan 09 15:45:12 2025	1736433912	0	867	867	825
Thu Jan 09 15:45:10 2025	1736433910	0	868	868	212
Thu Jan 09 15:45:13 2025	1736433913	0	870	870	478
Thu Jan 09 15:45:10 2025	1736433910	0	870	871	870
Thu Jan 09 15:45:07 2025	1736433907	0	872	872	871
Thu Jan 09 15:45:05 2025	1736433905	1	872	873	870
Thu Jan 09 15:45:03 2025	1736433903	5	871	876	870
Thu Jan 09 15:45:11 2025	1736433911	0	877	877	844
Thu Jan 09 15:45:11 2025	1736433911	0	878	878	851
Thu Jan 09 15:45:03 2025	1736433903	41	838	879	769
Thu Jan 09 15:45:13 2025	1736433913	0	880	881	879
Thu Jan 09 15:45:10 2025	1736433910	0	882	882	872
Thu Jan 09 15:45:03 2025	1736433903	7	877	884	876
Thu Jan 09 15:45:07 2025	1736433907	0	888	889	792
Thu Jan 09 15:45:12 2025	1736433912	0	891	891	890
Thu Jan 09 15:45:13 2025	1736433913	0	891	891	890
Thu Jan 09 15:45:05 2025	1736433905	0	892	892	530
Thu Jan 09 15:45:13 2025	1736433913	0	893	893	875
Thu Jan 09 15:45:08 2025	1736433908	1	892	894	759
Thu Jan 09 15:45:11 2025	1736433911	0	894	894	805
Thu Jan 09 15:45:05 2025	1736433905	0	895	895	834
Thu Jan 09 15:45:08 2025	1736433908	0	895	895	797
Thu Jan 09 15:45:09 2025	1736433909	0	896	896	889
Thu Jan 09 15:45:11 2025	1736433911	0	898	898	869
Thu Jan 09 15:45:04 2025	1736433904	0	899	899	897
Thu Jan 09 15:45:12 2025	1736433912	0	899	899	290
Thu Jan 09 15:45:05 2025	1736433905	0	901	901	899
Thu Jan 09 15:45:11 2025	1736433911	0	902	903	877
Thu Jan 09 15:45:13 2025	1736433913	0	903	903	902
Thu Jan 09 15:45:08 2025	1736433908	0	903	903	874
Thu Jan 09 15:45:06 2025	1736433906	0	904	905	869
Thu Jan 09 15:45:04 2025	1736433904	2	906	908	902
Thu Jan 09 15:45:08 2025	1736433908	0	908	908	885
Thu Jan 09 15:45:06 2025	1736433906	0	908	908	895
Thu Jan 09 15:45:12 2025	1736433912	1	908	908	899
Thu Jan 09 15:45:09 2025	1736433909	0	909	909	890
Thu Jan 09 15:45:04 2025	1736433904	0	911	912	910
Thu Jan 09 15:45:08 2025	1736433908	0	912	912	898
Thu Jan 09 15:45:05 2025	1736433905	0	912	912	896
Thu Jan 09 15:45:10 2025	1736433910	0	913	913	797
Thu Jan 09 15:45:11 2025	1736433911	1	913	914	864
Thu Jan 09 15:45:13 2025	1736433913	0	914	915	92
Thu Jan 09 15:45:05 2025	1736433905	0	916	916	834
Thu Jan 09 15:45:11 2025	1736433911	0	918	918	807
Thu Jan 09 15:45:09 2025	1736433909	0	920	921	910
Thu Jan 09 15:45:08 2025	1736433908	0	921	922	393
Thu Jan 09 15:45:06 2025	1736433906	0	922	922	783
Thu Jan 09 15:45:07 2025	1736433907	0	925	925	880
Thu Jan 09 15:45:09 2025	1736433909	0	926	926	867
Thu Jan 09 15:45:05 2025	1736433905	0	926	927	874
Thu Jan 09 15:45:06 2025	1736433906	0	931	931	852
Thu Jan 09 15:45:08 2025	1736433908	0	933	934	933
Thu Jan 09 15:45:12 2025	1736433912	0	934	934	907
Thu Jan 09 15:45:13 2025	1736433913	0	934	935	934
Thu Jan 09 15:45:05 2025	1736433905	0	936	937	532
Thu Jan 09 15:45:06 2025	1736433906	1	937	938	857
Thu Jan 09 15:45:07 2025	1736433907	0	938	938	869
Thu Jan 09 15:45:03 2025	1736433903	61	878	939	823
Thu Jan 09 15:45:03 2025	1736433903	7	936	942	789
Thu Jan 09 15:45:07 2025	1736433907	0	942	943	908
Thu Jan 09 15:45:04 2025	1736433904	0	943	943	942
Thu Jan 09 15:45:06 2025	1736433906	0	946	946	929
Thu Jan 09 15:45:11 2025	1736433911	0	949	949	941
Thu Jan 09 15:45:13 2025	1736433913	0	950	951	914
Thu Jan 09 15:45:03 2025	1736433903	8	944	952	936
Thu Jan 09 15:45:04 2025	1736433904	0	953	953	952
Thu Jan 09 15:45:13 2025	1736433913	0	956	957	955
Thu Jan 09 15:45:12 2025	1736433912	0	957	957	950
Thu Jan 09 15:45:10 2025	1736433910	0	959	959	915
Thu Jan 09 15:45:03 2025	1736433903	63	897	959	807
Thu Jan 09 15:45:06 2025	1736433906	0	960	960	874
Thu Jan 09 15:45:05 2025	1736433905	0	963	963	911
Thu Jan 09 15:45:08 2025	1736433908	1	966	967	964
Thu Jan 09 15:45:07 2025	1736433907	0	969	969	860
Thu Jan 09 15:45:03 2025	1736433903	3	966	969	948
Thu Jan 09 15:45:03 2025	1736433903	3	966	969	947
Thu Jan 09 15:45:04 2025	1736433904	0	972	972	314
Thu Jan 09 15:45:09 2025	1736433909	0	973	973	951
Thu Jan 09 15:45:05 2025	1736433905	0	974	975	974
Thu Jan 09 15:45:04 2025	1736433904	0	982	982	957
Thu Jan 09 15:45:05 2025	1736433905	0	983	983	982
Thu Jan 09 15:45:11 2025	1736433911	0	984	984	950
Thu Jan 09 15:45:13 2025	1736433913	0	984	984	924
Thu Jan 09 15:45:07 2025	1736433907	0	984	984	983
Thu Jan 09 15:45:08 2025	1736433908	1	983	984	464
Thu Jan 09 15:45:09 2025	1736433909	0	985	985	948
Thu Jan 09 15:45:10 2025	1736433910	0	986	986	761
Thu Jan 09 15:45:08 2025	1736433908	1	987	987	443
Thu Jan 09 15:45:13 2025	1736433913	0	988	988	937
